pivot,inflection,P-I similarity,category
łudzić,łudzą,0.5653490630853552,V;PRS;3;PL
łudzić,łudzę,0.63787803887537,V;PRS;1;SG
łudzić,łudzicie,0.5940978139280242,V;PRS;2;PL
łudzić,łudziłam,0.6296016487666262,V;PST;1;SG;FEM
łudzić,łudziłaś,0.5093029004690327,V;PST;2;SG;FEM
łudzić,łudziła,0.5982225462045205,V;PST;3;SG;FEM
łudzić,łudziłem,0.6230635939497959,V;PST;1;SG;MASC
łudzić,łudziłeś,0.514939047328516,V;PST;2;SG;MASC
łudzić,łudziliście,0.5091684235773698,V;PST;2;PL;MASC;HUM
łudzić,łudziliśmy,0.5773098191830239,V;PST;1;PL;MASC;HUM
łudzić,łudzili,0.5740369058228636,V;PST;3;PL;MASC;HUM
łudzić,łudziło,0.573765681038109,V;PST;3;SG;NEUT
łudzić,łudził,0.6448813327218207,V;PST;3;SG;MASC
łudzić,łudziłyście,0.46354392824655866,V;PST;2;PL
łudzić,łudziłyśmy,0.5042564935110253,V;PST;1;PL
łudzić,łudziły,0.5579149060502633,V;PST;3;PL
łudzić,łudzimy,0.665673062199121,V;PRS;1;PL
łudzić,łudzisz,0.5876193196754979,V;PRS;2;SG
łudzić,łudzi,0.6439611379144061,V;PRS;3;SG
lutować,będą lutowali,0.3806615202603878,V;FUT;3;PL;MASC;HUM
lutować,będą lutowały,0.3794755323380168,V;FUT;3;PL
lutować,będę lutowała,0.44001318419927826,V;FUT;1;SG;FEM
lutować,będę lutował,0.453095522237858,V;FUT;1;SG;MASC
lutować,będziecie lutowali,0.41577307317439005,V;FUT;2;PL;MASC;HUM
lutować,będziecie lutowały,0.40823003056897056,V;FUT;2;PL
lutować,będzie lutowała,0.4123816052119249,V;FUT;3;SG;FEM
lutować,będzie lutowało,0.42810443429135403,V;FUT;3;SG;NEUT
lutować,będzie lutował,0.4312224762649385,V;FUT;3;SG;MASC
lutować,będziemy lutowali,0.390022912588031,V;FUT;1;PL;MASC;HUM
lutować,będziemy lutowały,0.3859244523594898,V;FUT;1;PL
lutować,będziesz lutowała,0.4582213889421186,V;FUT;2;SG;FEM
lutować,będziesz lutował,0.46535342422517534,V;FUT;2;SG;MASC
lutować,lutowałam,0.5597601051032276,V;PST;1;SG;FEM
lutować,lutowałaś,0.5399995763695075,V;PST;2;SG;FEM
lutować,lutowała,0.5798455642766065,V;PST;3;SG;FEM
lutować,lutowałem,0.7184669394544722,V;PST;1;SG;MASC
lutować,lutowałeś,0.5749381898182768,V;PST;2;SG;MASC
lutować,lutowaliście,0.5431231451417824,V;PST;2;PL;MASC;HUM
lutować,lutowaliśmy,0.5719605480097112,V;PST;1;PL;MASC;HUM
lutować,lutowali,0.6030383465912523,V;PST;3;PL;MASC;HUM
lutować,lutowało,0.5919820092424191,V;PST;3;SG;NEUT
lutować,lutował,0.69738125829114,V;PST;3;SG;MASC
lutować,lutowałyście,0.47416326143147836,V;PST;2;PL
lutować,lutowałyśmy,0.5256383154430647,V;PST;1;PL
lutować,lutowały,0.6018928412389549,V;PST;3;PL
lutować,lutują,0.5147918298451899,V;PRS;3;PL
lutować,lutujecie,0.458878899461455,V;PRS;2;PL
lutować,lutujemy,0.5916252985439582,V;PRS;1;PL
lutować,lutujesz,0.5598549000222536,V;PRS;2;SG
lutować,lutuję,0.6234466650087963,V;PRS;1;SG
lutować,lutuje,0.6371048828878988,V;PRS;3;SG
machać,będą machali,0.4113382733148767,V;FUT;3;PL;MASC;HUM
machać,będą machały,0.4112615084832071,V;FUT;3;PL
machać,będę machała,0.4138660428645591,V;FUT;1;SG;FEM
machać,będę machał,0.42923895255365485,V;FUT;1;SG;MASC
machać,będziecie machali,0.34617980073896226,V;FUT;2;PL;MASC;HUM
machać,będziecie machały,0.34341299163141137,V;FUT;2;PL
machać,będzie machała,0.4091828837850544,V;FUT;3;SG;FEM
machać,będzie machało,0.39148350020866296,V;FUT;3;SG;NEUT
machać,będzie machał,0.4333109645862343,V;FUT;3;SG;MASC
machać,będziemy machali,0.3184354490369884,V;FUT;1;PL;MASC;HUM
machać,będziemy machały,0.3198952033837257,V;FUT;1;PL
machać,będziesz machała,0.3881294960900168,V;FUT;2;SG;FEM
machać,będziesz machał,0.40458926649714033,V;FUT;2;SG;MASC
machać,machacie,0.46939551709330796,V;PRS;2;PL
machać,machają,0.6360387643538552,V;PRS;3;PL
machać,machałam,0.6671232271541833,V;PST;1;SG;FEM
machać,machałaś,0.5264547109502282,V;PST;2;SG;FEM
machać,machała,0.6088984723348969,V;PST;3;SG;FEM
machać,machałem,0.6225375702873757,V;PST;1;SG;MASC
machać,machałeś,0.5251181186222269,V;PST;2;SG;MASC
machać,machaliście,0.4908922389127808,V;PST;2;PL;MASC;HUM
machać,machaliśmy,0.5764382526301549,V;PST;1;PL;MASC;HUM
machać,machali,0.6237194424798367,V;PST;3;PL;MASC;HUM
machać,machało,0.5920713299088082,V;PST;3;SG;NEUT
machać,machał,0.6985880889019492,V;PST;3;SG;MASC
machać,machałyście,0.4726860302068083,V;PST;2;PL
machać,machałyśmy,0.5334700131381989,V;PST;1;PL
machać,machały,0.5577803368600122,V;PST;3;PL
machać,macham,0.6040767938753158,V;PRS;1;SG
machać,machamy,0.6354502791244356,V;PRS;1;PL
machać,machasz,0.6311477278817934,V;PRS;2;SG
machać,macha,0.6125617502293033,V;PRS;3;SG
mądrzeć,będą mądrzały,0.4572754010895793,V;FUT;3;PL
mądrzeć,będą mądrzeli,0.48110939057907665,V;FUT;3;PL;MASC;HUM
mądrzeć,będę mądrzała,0.465340259134125,V;FUT;1;SG;FEM
mądrzeć,będę mądrzał,0.4814449107467218,V;FUT;1;SG;MASC
mądrzeć,będziecie mądrzały,0.398017994169393,V;FUT;2;PL
mądrzeć,będziecie mądrzeli,0.4106447892034031,V;FUT;2;PL;MASC;HUM
mądrzeć,będzie mądrzała,0.4199479343743868,V;FUT;3;SG;FEM
mądrzeć,będzie mądrzało,0.40067917518276364,V;FUT;3;SG;NEUT
mądrzeć,będzie mądrzał,0.4451456134282423,V;FUT;3;SG;MASC
mądrzeć,będziemy mądrzały,0.4233154413055873,V;FUT;1;PL
mądrzeć,będziemy mądrzeli,0.4476430506999145,V;FUT;1;PL;MASC;HUM
mądrzeć,będziesz mądrzała,0.42120262990192314,V;FUT;2;SG;FEM
mądrzeć,będziesz mądrzał,0.4399142880163849,V;FUT;2;SG;MASC
mądrzeć,mądrzałam,0.5053318768032855,V;PST;1;SG;FEM
mądrzeć,mądrzałaś,0.4800861269886345,V;PST;2;SG;FEM
mądrzeć,mądrzała,0.5614764743784632,V;PST;3;SG;FEM
mądrzeć,mądrzałem,0.5299127195880228,V;PST;1;SG;MASC
mądrzeć,mądrzałeś,0.4822289971159517,V;PST;2;SG;MASC
mądrzeć,mądrzało,0.5523210341574251,V;PST;3;SG;NEUT
mądrzeć,mądrzał,0.5916551333758155,V;PST;3;SG;MASC
mądrzeć,mądrzałyście,0.4175635866520321,V;PST;2;PL
mądrzeć,mądrzałyśmy,0.45009877216926175,V;PST;1;PL
mądrzeć,mądrzały,0.5757026699682405,V;PST;3;PL
mądrzeć,mądrzeją,0.5347351479195377,V;PRS;3;PL
mądrzeć,mądrzejecie,0.5018623135561768,V;PRS;2;PL
mądrzeć,mądrzejemy,0.46095115686976984,V;PRS;1;PL
mądrzeć,mądrzejesz,0.5906375830691425,V;PRS;2;SG
mądrzeć,mądrzeję,0.5717923034926721,V;PRS;1;SG
mądrzeć,mądrzeje,0.45755567989949086,V;PRS;3;SG
mądrzeć,mądrzeliście,0.6038391317828357,V;PST;2;PL;MASC;HUM
mądrzeć,mądrzeliśmy,0.6165665066030172,V;PST;1;PL;MASC;HUM
mądrzeć,mądrzeli,0.7283424730373835,V;PST;3;PL;MASC;HUM
mądrzyć się,będą mądrzyli,0.48891799677725944,V;FUT;3;PL;MASC;HUM
mądrzyć się,będą mądrzyły,0.4782224781964569,V;FUT;3;PL
mądrzyć się,będę mądrzyła,0.5765512770630873,V;FUT;1;SG;FEM
mądrzyć się,będę mądrzył,0.5807219774826953,V;FUT;1;SG;MASC
mądrzyć się,będziecie mądrzyli,0.4537418872286276,V;FUT;2;PL;MASC;HUM
mądrzyć się,będziecie mądrzyły,0.432331002991708,V;FUT;2;PL
mądrzyć się,będzie mądrzyła,0.4697949642954212,V;FUT;3;SG;FEM
mądrzyć się,będzie mądrzyło,0.47688968449339453,V;FUT;3;SG;NEUT
mądrzyć się,będzie mądrzył,0.4883466717263818,V;FUT;3;SG;MASC
mądrzyć się,będziemy mądrzyli,0.511576460455034,V;FUT;1;PL;MASC;HUM
mądrzyć się,będziemy mądrzyły,0.5002501712841214,V;FUT;1;PL
mądrzyć się,będziesz mądrzyła,0.43409337068449494,V;FUT;2;SG;FEM
mądrzyć się,będziesz mądrzył,0.44092544896040486,V;FUT;2;SG;MASC
mądrzyć się,mądrzą,0.5444014327773892,V;PRS;3;PL
mądrzyć się,mądrzę,0.562890134297251,V;PRS;1;SG
mądrzyć się,mądrzycie,0.6791784796520691,V;PRS;2;PL
mądrzyć się,mądrzyłam,0.7122065178095263,V;PST;1;SG;FEM
mądrzyć się,mądrzyłaś,0.6496739728106371,V;PST;2;SG;FEM
mądrzyć się,mądrzyła,0.7115798133926444,V;PST;3;SG;FEM
mądrzyć się,mądrzyłem,0.7437859428815847,V;PST;1;SG;MASC
mądrzyć się,mądrzyłeś,0.6893077701291662,V;PST;2;SG;MASC
mądrzyć się,mądrzyliście,0.6746497298693341,V;PST;2;PL;MASC;HUM
mądrzyć się,mądrzyliśmy,0.6676551526890431,V;PST;1;PL;MASC;HUM
mądrzyć się,mądrzyli,0.6924886149938025,V;PST;3;PL;MASC;HUM
mądrzyć się,mądrzyło,0.7329365028994752,V;PST;3;SG;NEUT
mądrzyć się,mądrzył,0.6031447672117167,V;PST;3;SG;MASC
mądrzyć się,mądrzyłyście,0.6249686887814747,V;PST;2;PL
mądrzyć się,mądrzyłyśmy,0.5945642863378822,V;PST;1;PL
mądrzyć się,mądrzyły,0.69507537136322,V;PST;3;PL
mądrzyć się,mądrzymy,0.6671835175406758,V;PRS;1;PL
mądrzyć się,mądrzysz,0.6403226288464068,V;PRS;2;SG
mądrzyć się,mądrzy,0.5350119015907369,V;PRS;3;SG
majsterkować,będą majsterkowali,0.45034329583924126,V;FUT;3;PL;MASC;HUM
majsterkować,będą majsterkowały,0.4557005813529551,V;FUT;3;PL
majsterkować,będę majsterkowała,0.49909664780025276,V;FUT;1;SG;FEM
majsterkować,będę majsterkował,0.513182193439551,V;FUT;1;SG;MASC
majsterkować,będziecie majsterkowali,0.4037911467899191,V;FUT;2;PL;MASC;HUM
majsterkować,będziecie majsterkowały,0.4055779055642674,V;FUT;2;PL
majsterkować,będzie majsterkowała,0.4088646621996823,V;FUT;3;SG;FEM
majsterkować,będzie majsterkowało,0.416532514995857,V;FUT;3;SG;NEUT
majsterkować,będzie majsterkował,0.4332317090039639,V;FUT;3;SG;MASC
majsterkować,będziemy majsterkowali,0.39805241138788283,V;FUT;1;PL;MASC;HUM
majsterkować,będziemy majsterkowały,0.39942224574329144,V;FUT;1;PL
majsterkować,będziesz majsterkowała,0.42779882981952366,V;FUT;2;SG;FEM
majsterkować,będziesz majsterkował,0.44527838833020095,V;FUT;2;SG;MASC
majsterkować,majsterkowałam,0.5804290675268999,V;PST;1;SG;FEM
majsterkować,majsterkowałaś,0.554073389862426,V;PST;2;SG;FEM
majsterkować,majsterkowała,0.5763973907205743,V;PST;3;SG;FEM
majsterkować,majsterkowałem,0.6364808827022033,V;PST;1;SG;MASC
majsterkować,majsterkowałeś,0.5902171376156179,V;PST;2;SG;MASC
majsterkować,majsterkowaliście,0.5770246040083645,V;PST;2;PL;MASC;HUM
majsterkować,majsterkowaliśmy,0.579727620544945,V;PST;1;PL;MASC;HUM
majsterkować,majsterkowali,0.5933328964708674,V;PST;3;PL;MASC;HUM
majsterkować,majsterkowało,0.5892850522538879,V;PST;3;SG;NEUT
majsterkować,majsterkował,0.6419691930525663,V;PST;3;SG;MASC
majsterkować,majsterkowałyście,0.5069213742321195,V;PST;2;PL
majsterkować,majsterkowałyśmy,0.5364267752494342,V;PST;1;PL
majsterkować,majsterkowały,0.5975245786960565,V;PST;3;PL
majsterkować,majsterkują,0.5229060444257813,V;PRS;3;PL
majsterkować,majsterkujecie,0.4989003593652487,V;PRS;2;PL
majsterkować,majsterkujemy,0.5260980543779409,V;PRS;1;PL
majsterkować,majsterkujesz,0.522595863871728,V;PRS;2;SG
majsterkować,majsterkuję,0.5978387002211475,V;PRS;1;SG
majsterkować,majsterkuje,0.5934173069525998,V;PRS;3;SG
małpować,będą małpowali,0.5341806709062978,V;FUT;3;PL;MASC;HUM
małpować,będą małpowały,0.5398420838423633,V;FUT;3;PL
małpować,będę małpowała,0.5659424997104605,V;FUT;1;SG;FEM
małpować,będę małpował,0.5724259275909902,V;FUT;1;SG;MASC
małpować,będziecie małpowali,0.49601404029923624,V;FUT;2;PL;MASC;HUM
małpować,będziecie małpowały,0.4838482312014367,V;FUT;2;PL
małpować,będzie małpowała,0.4686370935344173,V;FUT;3;SG;FEM
małpować,będzie małpowało,0.4830971359626536,V;FUT;3;SG;NEUT
małpować,będzie małpował,0.4845260461701172,V;FUT;3;SG;MASC
małpować,będziemy małpowali,0.4656507187928485,V;FUT;1;PL;MASC;HUM
małpować,będziemy małpowały,0.457811646551757,V;FUT;1;PL
małpować,będziesz małpowała,0.49444554286661657,V;FUT;2;SG;FEM
małpować,będziesz małpował,0.5046804906328335,V;FUT;2;SG;MASC
małpować,małpowałam,0.7213199449860505,V;PST;1;SG;FEM
małpować,małpowałaś,0.7004202865464997,V;PST;2;SG;FEM
małpować,małpowała,0.7112008247900988,V;PST;3;SG;FEM
małpować,małpowałem,0.7301919856562068,V;PST;1;SG;MASC
małpować,małpowałeś,0.6965618477402351,V;PST;2;SG;MASC
małpować,małpowaliście,0.7013705100589237,V;PST;2;PL;MASC;HUM
małpować,małpowaliśmy,0.7232346082660306,V;PST;1;PL;MASC;HUM
małpować,małpowali,0.7153043234103912,V;PST;3;PL;MASC;HUM
małpować,małpowało,0.7210465050319701,V;PST;3;SG;NEUT
małpować,małpował,0.726344999945384,V;PST;3;SG;MASC
małpować,małpowałyście,0.6370328969266267,V;PST;2;PL
małpować,małpowałyśmy,0.7008022076729746,V;PST;1;PL
małpować,małpowały,0.7299640846514194,V;PST;3;PL
małpować,małpują,0.5961468418157986,V;PRS;3;PL
małpować,małpujecie,0.5408669808543364,V;PRS;2;PL
małpować,małpujemy,0.5762395762513834,V;PRS;1;PL
małpować,małpujesz,0.5661744560335183,V;PRS;2;SG
małpować,małpuję,0.5700055622397576,V;PRS;1;SG
małpować,małpuje,0.5798030033306539,V;PRS;3;SG
mamrotać,będą mamrotali,0.39671000497170816,V;FUT;3;PL;MASC;HUM
mamrotać,będą mamrotały,0.41331624666620115,V;FUT;3;PL
mamrotać,będę mamrotała,0.4658115667880801,V;FUT;1;SG;FEM
mamrotać,będę mamrotał,0.4620605928140411,V;FUT;1;SG;MASC
mamrotać,będziecie mamrotali,0.3706375161001316,V;FUT;2;PL;MASC;HUM
mamrotać,będziecie mamrotały,0.37027422266024645,V;FUT;2;PL
mamrotać,będzie mamrotała,0.43993462861740507,V;FUT;3;SG;FEM
mamrotać,będzie mamrotało,0.44311479129935083,V;FUT;3;SG;NEUT
mamrotać,będzie mamrotał,0.44627284978910753,V;FUT;3;SG;MASC
mamrotać,będziemy mamrotali,0.3211857360431494,V;FUT;1;PL;MASC;HUM
mamrotać,będziemy mamrotały,0.324722722325818,V;FUT;1;PL
mamrotać,będziesz mamrotała,0.39133817341071986,V;FUT;2;SG;FEM
mamrotać,będziesz mamrotał,0.3876053973101208,V;FUT;2;SG;MASC
mamrotać,mamroczą,0.6033441033906499,V;PRS;3;PL
mamrotać,mamroczecie,0.3918214070107001,V;PRS;2;PL
mamrotać,mamroczemy,0.4414774011086724,V;PRS;1;PL
mamrotać,mamroczesz,0.47473870547341734,V;PRS;2;SG
mamrotać,mamroczę,0.6131788774916516,V;PRS;1;SG
mamrotać,mamrocze,0.6173992251673972,V;PRS;3;SG
mamrotać,mamrotałam,0.5627813765688373,V;PST;1;SG;FEM
mamrotać,mamrotałaś,0.5500866046520242,V;PST;2;SG;FEM
mamrotać,mamrotała,0.7109071409874501,V;PST;3;SG;FEM
mamrotać,mamrotałem,0.5747379922116068,V;PST;1;SG;MASC
mamrotać,mamrotałeś,0.5533705375067771,V;PST;2;SG;MASC
mamrotać,mamrotaliście,0.5116953386110892,V;PST;2;PL;MASC;HUM
mamrotać,mamrotaliśmy,0.497006440533611,V;PST;1;PL;MASC;HUM
mamrotać,mamrotali,0.5537060925203061,V;PST;3;PL;MASC;HUM
mamrotać,mamrotało,0.6516271404212997,V;PST;3;SG;NEUT
mamrotać,mamrotał,0.7094815010570399,V;PST;3;SG;MASC
mamrotać,mamrotałyście,0.48491055854885423,V;PST;2;PL
mamrotać,mamrotałyśmy,0.5383083609482426,V;PST;1;PL
mamrotać,mamrotały,0.6163135229490667,V;PST;3;PL
marnować,będą marnowali,0.370556962144978,V;FUT;3;PL;MASC;HUM
marnować,będą marnowały,0.36663476679111473,V;FUT;3;PL
marnować,będę marnowała,0.43341817847684017,V;FUT;1;SG;FEM
marnować,będę marnował,0.42807526716430333,V;FUT;1;SG;MASC
marnować,będziecie marnowali,0.3700580137255337,V;FUT;2;PL;MASC;HUM
marnować,będziecie marnowały,0.3532301093763378,V;FUT;2;PL
marnować,będzie marnowała,0.3749641733604132,V;FUT;3;SG;FEM
marnować,będzie marnowało,0.37559809943920763,V;FUT;3;SG;NEUT
marnować,będzie marnował,0.38163812393461605,V;FUT;3;SG;MASC
marnować,będziemy marnowali,0.34375344763824245,V;FUT;1;PL;MASC;HUM
marnować,będziemy marnowały,0.329760726289859,V;FUT;1;PL
marnować,będziesz marnowała,0.3600049117147972,V;FUT;2;SG;FEM
marnować,będziesz marnował,0.35902234188957816,V;FUT;2;SG;MASC
marnować,marnowałam,0.632729424222002,V;PST;1;SG;FEM
marnować,marnowałaś,0.534473851470321,V;PST;2;SG;FEM
marnować,marnowała,0.6247863395492912,V;PST;3;SG;FEM
marnować,marnowałem,0.614153027413904,V;PST;1;SG;MASC
marnować,marnowałeś,0.5562412110462831,V;PST;2;SG;MASC
marnować,marnowaliście,0.5401593247067054,V;PST;2;PL;MASC;HUM
marnować,marnowaliśmy,0.5939127963133627,V;PST;1;PL;MASC;HUM
marnować,marnowali,0.6253097643004927,V;PST;3;PL;MASC;HUM
marnować,marnowało,0.6418831841894072,V;PST;3;SG;NEUT
marnować,marnował,0.659512047889653,V;PST;3;SG;MASC
marnować,marnowałyście,0.49068940817978723,V;PST;2;PL
marnować,marnowałyśmy,0.5341545521834962,V;PST;1;PL
marnować,marnowały,0.6369803658941667,V;PST;3;PL
marnować,marnują,0.6606752336760592,V;PRS;3;PL
marnować,marnujecie,0.5931350271903549,V;PRS;2;PL
marnować,marnujemy,0.6658137690677098,V;PRS;1;PL
marnować,marnujesz,0.6472761910018241,V;PRS;2;SG
marnować,marnuję,0.685485797679026,V;PRS;1;SG
marnować,marnuje,0.6864492179439751,V;PRS;3;SG
martwić się,będą martwili,0.4850326701171188,V;FUT;3;PL;MASC;HUM
martwić się,będą martwiły,0.4348269560678445,V;FUT;3;PL
martwić się,będę martwiła,0.5189080319494128,V;FUT;1;SG;FEM
martwić się,będę martwił,0.5457401336575315,V;FUT;1;SG;MASC
martwić się,będziecie martwili,0.39550937042705625,V;FUT;2;PL;MASC;HUM
martwić się,będziecie martwiły,0.3401523550461232,V;FUT;2;PL
martwić się,będzie martwiła,0.4405597821052172,V;FUT;3;SG;FEM
martwić się,będzie martwiło,0.433318415011658,V;FUT;3;SG;NEUT
martwić się,będzie martwił,0.4689606397327888,V;FUT;3;SG;MASC
martwić się,będziemy martwili,0.40437579928405376,V;FUT;1;PL;MASC;HUM
martwić się,będziemy martwiły,0.3450582910553215,V;FUT;1;PL
martwić się,będziesz martwiła,0.3893257627967842,V;FUT;2;SG;FEM
martwić się,będziesz martwił,0.41218954831128807,V;FUT;2;SG;MASC
martwić się,martwią,0.39337603769772844,V;PRS;3;PL
martwić się,martwicie,0.38054322705722643,V;PRS;2;PL
martwić się,martwię,0.5111739084773113,V;PRS;1;SG
martwić się,martwiłam,0.4457042905209275,V;PST;1;SG;FEM
martwić się,martwiłaś,0.4768536380944628,V;PST;2;SG;FEM
martwić się,martwiła,0.4146093441494183,V;PST;3;SG;FEM
martwić się,martwiłem,0.4620945380761967,V;PST;1;SG;MASC
martwić się,martwiłeś,0.49953181041477035,V;PST;2;SG;MASC
martwić się,martwiliście,0.6146495843816315,V;PST;2;PL;MASC;HUM
martwić się,martwiliśmy,0.5056757274272755,V;PST;1;PL;MASC;HUM
martwić się,martwili,0.46193796945058363,V;PST;3;PL;MASC;HUM
martwić się,martwiło,0.4073875788161896,V;PST;3;SG;NEUT
martwić się,martwił,0.44223516821823605,V;PST;3;SG;MASC
martwić się,martwiłyście,0.4962689576660875,V;PST;2;PL
martwić się,martwiłyśmy,0.5025548809639278,V;PST;1;PL
martwić się,martwiły,0.4436836662414373,V;PST;3;PL
martwić się,martwimy,0.4185534141345697,V;PRS;1;PL
martwić się,martwisz,0.40226610655178874,V;PRS;2;SG
martwić się,martwi,0.4123758353911158,V;PRS;3;SG
marudzić,będą marudzili,0.3683429329721679,V;FUT;3;PL;MASC;HUM
marudzić,będą marudziły,0.36995296790197985,V;FUT;3;PL
marudzić,będę marudziła,0.4121349372184582,V;FUT;1;SG;FEM
marudzić,będę marudził,0.4182155459697958,V;FUT;1;SG;MASC
marudzić,będziecie marudzili,0.3329087952315398,V;FUT;2;PL;MASC;HUM
marudzić,będziecie marudziły,0.3276640560251519,V;FUT;2;PL
marudzić,będzie marudziła,0.3348442331950474,V;FUT;3;SG;FEM
marudzić,będzie marudziło,0.3466230690961316,V;FUT;3;SG;NEUT
marudzić,będzie marudził,0.3506330527686372,V;FUT;3;SG;MASC
marudzić,będziemy marudzili,0.290572860417207,V;FUT;1;PL;MASC;HUM
marudzić,będziemy marudziły,0.2837050690165559,V;FUT;1;PL
marudzić,będziesz marudziła,0.29562922666091285,V;FUT;2;SG;FEM
marudzić,będziesz marudził,0.30476104411296756,V;FUT;2;SG;MASC
marudzić,marudzą,0.5644967267453845,V;PRS;3;PL
marudzić,marudzę,0.5988171170140126,V;PRS;1;SG
marudzić,marudzicie,0.581875324846459,V;PRS;2;PL
marudzić,marudziłam,0.549283156044735,V;PST;1;SG;FEM
marudzić,marudziłaś,0.47124473112899845,V;PST;2;SG;FEM
marudzić,marudziła,0.5381216615808624,V;PST;3;SG;FEM
marudzić,marudziłem,0.5122432187198193,V;PST;1;SG;MASC
marudzić,marudziłeś,0.46905621948661835,V;PST;2;SG;MASC
marudzić,marudziliście,0.43677318008045285,V;PST;2;PL;MASC;HUM
marudzić,marudziliśmy,0.49254889855028705,V;PST;1;PL;MASC;HUM
marudzić,marudzili,0.5045349338886648,V;PST;3;PL;MASC;HUM
marudzić,marudziło,0.5363301426373851,V;PST;3;SG;NEUT
marudzić,marudził,0.5670495819638912,V;PST;3;SG;MASC
marudzić,marudziłyście,0.4388613979981433,V;PST;2;PL
marudzić,marudziłyśmy,0.5028234877170475,V;PST;1;PL
marudzić,marudziły,0.5443333516281506,V;PST;3;PL
marudzić,marudzimy,0.5522342686749165,V;PRS;1;PL
marudzić,marudzisz,0.554145981124532,V;PRS;2;SG
marudzić,marudzi,0.5817696548177339,V;PRS;3;SG
marznąć,będą marznęli,0.3399064187657215,V;FUT;3;PL;MASC;HUM
marznąć,będą marznęły,0.3049340061826371,V;FUT;3;PL
marznąć,będę marznął,0.3833579904238892,V;FUT;1;SG;MASC
marznąć,będę marznęła,0.334073861014877,V;FUT;1;SG;FEM
marznąć,będziecie marznęli,0.3227061125109225,V;FUT;2;PL;MASC;HUM
marznąć,będziecie marznęły,0.2799240194013195,V;FUT;2;PL
marznąć,będzie marznął,0.37903357601781895,V;FUT;3;SG;MASC
marznąć,będzie marznęła,0.29282425993202543,V;FUT;3;SG;FEM
marznąć,będzie marznęło,0.30184918419971063,V;FUT;3;SG;NEUT
marznąć,będziemy marznęli,0.30342787427300877,V;FUT;1;PL;MASC;HUM
marznąć,będziemy marznęły,0.25715589571457365,V;FUT;1;PL
marznąć,będziesz marznął,0.3220395544740562,V;FUT;2;SG;MASC
marznąć,będziesz marznęła,0.2651391147109565,V;FUT;2;SG;FEM
marznąć,marznąłem,0.5242881012468065,V;PST;1;SG;MASC
marznąć,marznąłeś,0.4698503428713503,V;PST;2;SG;MASC
marznąć,marznął,0.593300572653137,V;PST;3;SG;MASC
marznąć,marzną,0.6567745637640902,V;PRS;3;PL
marznąć,marznęłam,0.46773477237779404,V;PST;1;SG;FEM
marznąć,marznęłaś,0.4202821610254599,V;PST;2;SG;FEM
marznąć,marznęła,0.45196698059977014,V;PST;3;SG;FEM
marznąć,marznęliście,0.467872246210417,V;PST;2;PL;MASC;HUM
marznąć,marznęliśmy,0.5013324511073657,V;PST;1;PL;MASC;HUM
marznąć,marznęli,0.4949115130150208,V;PST;3;PL;MASC;HUM
marznąć,marznęło,0.4688167438875659,V;PST;3;SG;NEUT
marznąć,marznęłyście,0.4500224220042457,V;PST;2;PL
marznąć,marznęłyśmy,0.48348472089525085,V;PST;1;PL
marznąć,marznęły,0.4851245241002855,V;PST;3;PL
marznąć,marznę,0.6644178000685542,V;PRS;1;SG
marznąć,marzniecie,0.4495408757468693,V;PRS;2;PL
marznąć,marzniemy,0.6196480193854977,V;PRS;1;PL
marznąć,marzniesz,0.5262048214310822,V;PRS;2;SG
marznąć,marznie,0.6173781639602244,V;PRS;3;SG
marzyć,będą marzyli,0.32465720118131725,V;FUT;3;PL;MASC;HUM
marzyć,będą marzyły,0.33399608083592125,V;FUT;3;PL
marzyć,będę marzyła,0.3864329453230477,V;FUT;1;SG;FEM
marzyć,będę marzył,0.356880907090249,V;FUT;1;SG;MASC
marzyć,będziecie marzyli,0.2928749403487203,V;FUT;2;PL;MASC;HUM
marzyć,będziecie marzyły,0.29544370645249574,V;FUT;2;PL
marzyć,będzie marzyła,0.36028535740350554,V;FUT;3;SG;FEM
marzyć,będzie marzyło,0.3631864476800173,V;FUT;3;SG;NEUT
marzyć,będzie marzył,0.3471214626250665,V;FUT;3;SG;MASC
marzyć,będziemy marzyli,0.3094937577922705,V;FUT;1;PL;MASC;HUM
marzyć,będziemy marzyły,0.30880266356323594,V;FUT;1;PL
marzyć,będziesz marzyła,0.30428385219511567,V;FUT;2;SG;FEM
marzyć,będziesz marzył,0.2816401478606648,V;FUT;2;SG;MASC
marzyć,marzą,0.5932328998392522,V;PRS;3;PL
marzyć,marzę,0.5995239971470864,V;PRS;1;SG
marzyć,marzycie,0.5370686094636825,V;PRS;2;PL
marzyć,marzyłam,0.6071535857588158,V;PST;1;SG;FEM
marzyć,marzyłaś,0.5420860020702007,V;PST;2;SG;FEM
marzyć,marzyła,0.6032942810931813,V;PST;3;SG;FEM
marzyć,marzyłem,0.6013986864762819,V;PST;1;SG;MASC
marzyć,marzyłeś,0.5092494045456549,V;PST;2;SG;MASC
marzyć,marzyliście,0.5434887408294137,V;PST;2;PL;MASC;HUM
marzyć,marzyliśmy,0.5754434323221667,V;PST;1;PL;MASC;HUM
marzyć,marzyli,0.5458477117367474,V;PST;3;PL;MASC;HUM
marzyć,marzyło,0.550127740508905,V;PST;3;SG;NEUT
marzyć,marzył,0.6042236295208309,V;PST;3;SG;MASC
marzyć,marzyłyście,0.5177994456983378,V;PST;2;PL
marzyć,marzyłyśmy,0.5425560867531127,V;PST;1;PL
